A1,A9,A10,A12,A16,A2,A3,A8,A11,A14,A15,A4_l,A4_u,A4_y,A5_g,A5_gg,A5_p,A6_aa,A6_c,A6_cc,A6_d,A6_e,A6_ff,A6_i,A6_j,A6_k,A6_m,A6_q,A6_r,A6_w,A6_x,A7_bb,A7_dd,A7_ff,A7_h,A7_j,A7_n,A7_o,A7_v,A7_z,A13_g,A13_p,A13_s
1,0,0,1,1,0.03933001992172967,-0.6328775269661856,-0.5327556165060952,-0.57200514100758,-1.284710585517228,-0.360074972340313,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,1,0.6045805729938182,-0.5365937540275804,-0.681412353975624,-0.57200514100758,0.3253799280356956,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,1,1,-1.3690222871413282,-0.9623304367802084,-0.3485987626259325,-0.004888932829124595,1.0466421942879103,-0.35946606854618307,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,1.0342473785384798,-0.6908797998207671,-0.7191312276619224,-0.57200514100758,-0.06075037611953042,-0.360074972340313,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,1,1,-1.0348369939399247,-0.9623304367802084,-0.7746001595535377,-0.57200514100758,1.4837708405013736,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,0.19878414553497098,-0.30458466260925443,-0.7191312276619224,-0.57200514100758,-0.41045329309030115,-0.360074972340313,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,0.6122190939812786,0.09215088371608288,-0.7923502177588545,-0.57200514100758,-0.11903419561465887,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,1,1,-0.008410736249899409,0.27543806593656034,1.6482827854722166,-0.57200514100758,-0.5561628418281223,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,1,-0.6930131797510606,-0.4205892083184174,-0.7546313440725562,-0.57200514100758,-0.5561628418281223,2.2021921933582713,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,1,-0.3349575084638425,-0.8753270274983361,-0.7923502177588545,-0.57200514100758,-0.5561628418281223,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,1,-1.2811792957855306,-0.922888891239093,-0.6636622957703071,-0.57200514100758,0.1723849018609834,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,0,1,-0.5650679532110944,-0.5365937540275804,-0.7191312276619224,-0.004888932829124595,1.0466421942879103,0.4314999600285463,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,-0.7245220788243356,0.4297241117297471,-0.7191312276619224,-0.57200514100758,0.31809445059880453,0.24882882178957877,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0.8671547319377781,-0.6038763905388949,-0.7191312276619224,-0.57200514100758,1.629480389239195,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,1,1,-0.6452724235794315,1.6674926144465159,0.5389041476399116,-0.57200514100758,-1.1390010367794068,-0.35033251163423473,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,1,1,-0.8515124902408688,-0.8266051183004878,-0.459536626409163,-0.57200514100758,-0.3230275638476085,-0.3588571647520532,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,1,1,0.25416342269406056,-0.4205892083184174,2.3139099681715996,-0.57200514100758,0.755223096812268,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,-0.3826982646354716,2.015506251574005,-0.7923502177588545,-0.57200514100758,-0.26474374435248,0.31580823914386685,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,1,1,1.3999415708131584,0.06314974728879214,-0.3485987626259325,-0.57200514100758,0.4638039993366257,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,1,-0.39033678562293206,-0.6433179360800102,-0.7368812858672392,-0.57200514100758,-0.5561628418281223,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,-0.20701228192387622,-0.8648866183845115,-0.7746001595535377,-0.57200514100758,0.6095135480744468,0.25126443696609835,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,-0.9078465825233915,-0.8846073911550693,-0.3485987626259325,-0.57200514100758,0.6095135480744468,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,0,1,-0.15927152575224715,2.363519888701494,-0.7368812858672392,-0.57200514100758,-1.284710585517228,-0.18592848721916394,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,-0.9231236244983124,-0.80688434552993,0.09515269250698953,-0.57200514100758,0.4638039993366257,-0.360074972340313,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,1,0.3897471702214873,-0.6908797998207671,-0.7368812858672392,-0.57200514100758,1.9208994867148368,2.3799921012442,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,1,0.3095426998531501,-0.9426096640096506,0.9826556027728336,-0.57200514100758,1.775189937977016,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1.2252104032249962,0.1594335202273974,0.20609055629022002,-0.57200514100758,-0.257458266915589,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,-0.7321605998117962,0.6234517030640492,-0.7191312276619224,-0.57200514100758,-0.11903419561465887,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,-0.5736612893219879,-0.4205892083184174,1.2045313303392946,-0.57200514100758,0.1723849018609834,-0.08241484221708234,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,1,1,2.5294878618339025,-0.014573298336347037,1.4264070579057555,-0.57200514100758,-1.284710585517228,-0.3576393571637934,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,1,1,-0.7884946920943188,1.658212250789783,-0.08900416137317313,-0.57200514100758,-0.5561628418281223,0.37791642614511584,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,0.3496449350373187,0.27543806593656034,-0.1267230350594715,-0.57200514100758,-0.8475819393037646,-0.360074972340313,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,-0.7407539359226897,-0.6525982997367433,-0.5527244319870767,-0.57200514100758,-0.41045329309030115,-0.31927841813361024,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,-0.8753828683266833,-1.000611936864232,-0.5704744901923935,-0.57200514100758,-1.284710585517228,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,1,-0.35023455043876345,2.3832406614720516,-0.7923502177588545,-0.57200514100758,0.012104398249380149,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,1,-0.7082902217259816,-0.9611703913231168,-0.7546313440725562,-0.57200514100758,-1.284710585517228,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,1,-1.4482719423862325,0.6234517030640492,-0.3485987626259325,-0.57200514100758,3.086575876617406,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0.9148954881094071,0.1594335202273974,-0.6991624121809409,-0.57200514100758,2.7223020047728532,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,1,-0.5335590541378193,-0.8753270274983361,-0.3485987626259325,-0.57200514100758,-0.41045329309030115,-0.35946606854618307,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,1.0342473785384798,-0.7106005725913248,-0.681412353975624,-0.57200514100758,-1.284710585517228,-0.24133873248498408,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,1,1,0.26180194368152104,-0.6235971633094526,-0.5527244319870767,-0.57200514100758,-1.284710585517228,-0.360074972340313,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,-0.048512971434068,-0.5273133903708473,-0.7746001595535377,-0.57200514100758,-0.3521694735951727,-0.35946606854618307,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,-0.6452724235794315,-0.8648866183845115,-0.7368812858672392,-0.57200514100758,-0.41045329309030115,-0.3071003422510124,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,1,1,-0.39797530661039254,1.899501705864842,-0.237660898842702,-0.57200514100758,-1.284710585517228,-0.3497236078401048,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,1,0.06320039800754422,-0.5168729812570226,-0.7546313440725562,-0.57200514100758,0.9009326455500891,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,-0.915485103510852,0.1791542929979551,-0.6636622957703071,-0.57200514100758,-0.26474374435248,-0.2480366742204129,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,-0.1354011476664326,-0.91360852758236,-0.6636622957703071,-0.57200514100758,0.31809445059880453,-0.2748284411621281,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,1,1,2.060673636228505,0.5074471573548862,0.5766230213262099,-0.57200514100758,-0.7528707326241808,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,-0.7321605998117962,-0.922888891239093,-0.459536626409163,-0.57200514100758,-0.11903419561465887,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,1,0.3496449350373187,0.1791542929979551,-0.31087988893963414,-0.57200514100758,2.2123185841904793,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,1,0.9540429081701427,0.8844619309096658,-0.7191312276619224,-0.004888932829124595,0.05581726287072649,-0.34911470404597494,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,1,-1.3690222871413282,-0.2755835261819637,-0.7546313440725562,-0.28844703691835233,-1.284710585517228,-0.3564215495755336,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,1,-1.2659022538106095,-0.9426096640096506,-0.6436934802893257,0.5622272753493309,-0.11903419561465887,-0.35520374198727384,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,1,0.08707077609335875,-0.3428661626932782,-0.7923502177588545,0.8457853794385586,-0.0024665566244019654,-0.2711750183973488,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,0,1,-0.49345681895365073,-0.30458466260925443,-0.237660898842702,-0.28844703691835233,-1.284710585517228,-0.34667908886945537,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,-0.7321605998117962,-0.8173247546437546,-0.7546313440725562,-0.57200514100758,-0.2356018346049158,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0.9779132862559572,-0.6525982997367433,-0.7923502177588545,-0.57200514100758,0.9009326455500891,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,-0.7722628349959647,-0.8938877548118023,-0.7368812858672392,-0.57200514100758,0.755223096812268,-0.3265852636631689,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,-0.7722628349959647,-0.7106005725913248,0.649842011423142,-0.57200514100758,0.755223096812268,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,1,-0.7483924569101502,-0.9716108004369414,-0.7368812858672392,-0.57200514100758,0.1723849018609834,-0.3174517067512206,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,-0.6452724235794315,-0.5853156632254287,-0.5527244319870767,-0.57200514100758,-0.29388565410004425,-0.35946606854618307,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,1,0.77167321959452,-0.8370455274143124,-0.6259434220840088,-0.004888932829124595,0.35452183778325985,-0.055623075275367105,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,1,1,-0.358827886549657,-0.4113088446616843,-0.7923502177588545,-0.57200514100758,0.026675353123162264,-0.3235407446925195,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,1,1,0.4451264473805769,-0.4205892083184174,-0.3485987626259325,-0.57200514100758,0.24523967622989398,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,-0.946994002584127,-0.7488820726753486,-0.1267230350594715,-0.57200514100758,-0.49787902233299386,-0.35581264578140376,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,-0.08766039149480352,-0.7106005725913248,-0.01578517127624098,-0.57200514100758,0.1723849018609834,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,-0.39797530661039254,-0.80688434552993,-0.27537977252900037,-0.57200514100758,-0.5561628418281223,-0.360074972340313,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0.31813603596404366,-0.49831225394355655,-0.1267230350594715,-0.57200514100758,-0.41045329309030115,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,1,-0.5497909112361733,-0.7106005725913248,-0.681412353975624,-0.57200514100758,-0.48330806745921173,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,1,1,-0.2547530380955053,-0.5273133903708473,-0.681412353975624,-0.57200514100758,0.026675353123162264,-0.3296297826338184,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0.6838302282387223,-0.80688434552993,-0.7746001595535377,-0.57200514100758,-0.41045329309030115,-0.35703045336966355,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,1.7980994772845451,-0.4693111175162658,-0.6636622957703071,-0.57200514100758,0.1723849018609834,-0.35824826095792334,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,1,0.3095426998531501,-0.922888891239093,-0.7546313440725562,-0.57200514100758,0.026675353123162264,-0.360074972340313,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,2.0520803001176118,-0.30458466260925443,-0.1267230350594715,-0.57200514100758,0.026675353123162264,-0.3576393571637934,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,1,-0.7082902217259816,-0.2663031625252306,-0.7191312276619224,-0.57200514100758,-0.11903419561465887,0.2841452418491125,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,-0.8123650701801333,-0.6433179360800102,-0.7546313440725562,-0.57200514100758,1.3089193820159883,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,-0.4858182979661902,-0.7686028454459063,-0.5704744901923935,-0.57200514100758,0.1723849018609834,-0.360074972340313,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,2.696580508434604,-0.37186729912056893,0.27930954638715216,-0.57200514100758,1.0466421942879103,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,1,-1.0825777501115537,-1.000611936864232,-0.7923502177588545,0.5622272753493309,-0.9568641008571305,-0.35946606854618307,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,0,1,-1.0271984729524641,-0.8648866183845115,-0.7923502177588545,0.27866917126010315,1.265206517394642,0.10817204534557379,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,1,1,2.1953025686324987,-0.9623304367802084,-0.7923502177588545,-0.57200514100758,-0.8330109844299824,-0.3436345698988059,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,1,-0.3024937942671344,-0.7106005725913248,-0.7923502177588545,-0.28844703691835233,-0.6144466613232508,-0.17740383410134547,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,1,1,-0.4218456846962071,-0.797603981873197,-0.6259434220840088,-0.004888932829124595,-0.01703751149818408,-0.35824826095792334,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,1,-0.6930131797510606,-1.000611936864232,-0.3485987626259325,2.547134003973925,-1.284710585517228,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,0,1,0.8824317739126991,0.1594335202273974,-0.7923502177588545,-0.004888932829124595,-1.1608574690900801,-0.35946606854618307,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,1,1,0.023098162823375623,-0.37186729912056893,-0.7368812858672392,-0.57200514100758,-0.7018723905659434,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,1,-1.2496703967122555,-0.30458466260925443,-0.7746001595535377,-0.57200514100758,-0.11903419561465887,-0.3357188205751173,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,-1.2095681615280869,-1.000611936864232,-0.7923502177588545,-0.57200514100758,-0.6581595259445971,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,1,0.11745023308847335,1.6094903415919344,-0.7923502177588545,-0.57200514100758,0.05581726287072649,2.806224757135124,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,1,-1.3212815309696992,-0.9716108004369414,-0.7191312276619224,-0.57200514100758,-0.3230275638476085,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,-0.2872167522922134,-0.6143167996527195,-0.7923502177588545,-0.57200514100758,1.1923517430257313,-0.35946606854618307,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,0,1,0.08707077609335875,-0.7396017090186155,-0.7923502177588545,-0.28844703691835233,-0.5853047515756865,-0.348505800251845,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,1,-0.9870962377682956,0.6234517030640492,-0.5704744901923935,-0.57200514100758,-1.284710585517228,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0.11745023308847335,-0.30458466260925443,2.3139099681715996,-0.57200514100758,-1.284710585517228,-0.35946606854618307,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,1,0.8747932529252386,-0.6235971633094526,-0.1267230350594715,-0.57200514100758,-1.284710585517228,-0.16766137339526718,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0.5883487158954641,-0.014573298336347037,0.7607798752063726,-0.57200514100758,2.0228961708313116,-0.3296297826338184,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,-0.05615149242152849,-0.8463258910710454,-0.681412353975624,-0.57200514100758,0.9009326455500891,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,2.1084143924001344,-0.6525982997367433,0.871717738989603,-0.57200514100758,-1.284710585517228,-0.14695864439485087,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0.5568398168221891,3.204552845092925,-0.7546313440725562,-0.57200514100758,1.0466421942879103,1.8027513044090624,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0.4050242121964083,-1.000611936864232,-0.7923502177588545,-0.57200514100758,0.05581726287072649,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,1,-0.06379001340898897,-0.8266051183004878,-0.7746001595535377,-0.57200514100758,0.4638039993366257,-0.360074972340313,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0.5568398168221891,0.27543806593656034,1.4264070579057555,-0.57200514100758,0.24523967622989398,0.058241934226922656,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,1,-0.44571606278202164,-0.9333293003529176,-0.1267230350594715,-0.57200514100758,-0.11903419561465887,-0.360074972340313,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,-0.5574294322236338,-0.44030998108897507,-0.7923502177588545,-0.57200514100758,-0.41045329309030115,-0.360074972340313,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,1,-0.5975316674078024,-0.797603981873197,-0.7546313440725562,0.5622272753493309,0.5658006834531005,0.8272874262129759,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
